,index,location,bhk,total_sqft,bath,price,encoded_location
5513,7612,Yelahanka,4,3990.0,4.0,260.0,226
5514,7613,Kasavanhalli,2,1495.0,2.0,83.0,130
5515,7615,Yeshwanthpur,3,2501.0,3.0,138.0,229
5516,7616,Kanakpura Road,1,381.0,1.0,28.0,127
5517,7618,Hennur Road,3,2002.0,3.0,120.0,96
5518,7619,others,3,3200.0,3.0,260.0,230
5519,7620,Banjara Layout,2,1200.0,2.0,70.0,32
5520,7622,Bommasandra,3,1942.0,3.0,90.0,48
5521,7623,Electronics City Phase 1,3,1522.5,2.0,60.75,76
5522,7626,others,3,1450.0,3.0,90.0,230
5523,7627,Electronic City,2,1039.0,2.0,50.0,74
5524,7628,Old Madras Road,2,1210.0,2.0,80.0,177
5525,7630,Yelahanka,3,1620.0,3.0,90.0,226
5526,7632,Hebbal Kempapura,3,3408.0,3.0,260.0,93
5527,7633,Marathahalli,2,1314.0,2.0,55.0,161
5528,7634,Bisuvanahalli,2,945.0,2.0,33.0,46
5529,7635,Nehru Nagar,3,1374.0,3.0,72.0,174
5530,7636,Kanakpura Road,3,1603.0,3.0,113.0,127
5531,7637,Kengeri,3,1230.0,2.0,52.0,135
5532,7638,Basavangudi,1,670.0,1.0,50.0,35
5533,7639,Sarjapur  Road,4,1864.0,3.0,105.0,194
5534,7640,Hosa Road,3,2500.0,3.0,100.0,101
5535,7641,Raja Rajeshwari Nagar,3,1625.0,2.0,54.0,184
5536,7642,Whitefield,2,1186.0,2.0,55.0,224
5537,7644,Electronic City,2,770.0,1.0,39.9,74
5538,7645,Varthur,2,1085.0,2.0,45.0,217
5539,7647,others,3,1893.0,3.0,115.0,230
5540,7649,Kundalahalli,3,1496.0,2.0,78.0,150
5541,7651,Electronics City Phase 1,3,1550.0,2.0,82.0,76
5542,7652,Marathahalli,3,1200.0,2.0,58.17,161
5543,7654,Electronic City Phase II,2,1286.0,2.0,69.0,75
5544,7656,Hebbal,3,1860.0,3.0,95.0,92
5545,7658,Haralur Road,2,1243.0,2.0,45.0,90
5546,7659,Brookefield,2,1200.0,2.0,75.0,51
5547,7660,Sarjapur,2,1044.0,2.0,32.0,193
5548,7661,7th Phase JP Nagar,2,1040.0,2.0,41.59,6
5549,7662,8th Phase JP Nagar,2,1125.0,2.0,36.94,7
5550,7664,Subramanyapura,3,1278.0,2.0,59.0,205
5551,7665,others,6,2400.0,6.0,98.0,230
5552,7666,others,2,1250.0,2.0,43.0,230
5553,7667,Vijayanagar,5,2400.0,6.0,125.0,220
5554,7669,Lakshminarayana Pura,2,1210.0,2.0,75.0,153
5555,7671,Sarjapur  Road,3,1157.0,2.0,57.84,194
5556,7672,Raja Rajeshwari Nagar,2,1185.0,2.0,51.15,184
5557,7673,Kalena Agrahara,3,1450.0,3.0,100.0,121
5558,7674,Old Madras Road,3,1859.0,3.0,121.0,177
5559,7677,Ramamurthy Nagar,3,1305.0,3.0,60.0,188
5560,7679,Thanisandra,1,784.0,1.0,35.285,209
5561,7680,Kasavanhalli,2,5000.0,2.0,400.0,130
5562,7681,Sarjapur  Road,2,1150.0,2.0,36.8,194
5563,7682,Whitefield,3,1806.0,3.0,85.0,224
5564,7683,Kudlu,2,1027.0,2.0,42.0,147
5565,7684,Uttarahalli,2,1002.0,2.0,40.08,216
5566,7685,Electronic City Phase II,3,1220.0,2.0,36.21,75
5567,7686,Whitefield,2,1109.0,2.0,35.22,224
5568,7689,Hennur Road,2,1232.0,2.0,69.6,96
5569,7691,Kalyan nagar,2,1250.0,2.0,65.0,122
5570,7694,Raja Rajeshwari Nagar,2,1255.0,2.0,53.87,184
5571,7695,Akshaya Nagar,3,1434.0,3.0,84.0,11
5572,7696,Doddathoguru,2,925.0,2.0,30.0,70
5573,7697,Jakkur,3,1858.0,3.0,123.0,110
5574,7698,others,2,1205.0,2.0,70.0,230
5575,7699,others,3,1500.0,3.0,90.0,230
5576,7702,Thanisandra,2,965.0,2.0,56.0,209
5577,7705,Battarahalli,2,1636.0,2.0,82.89,37
5578,7707,Whitefield,2,1216.0,2.0,67.0,224
5579,7708,Yelahanka,1,654.0,1.0,36.25,226
5580,7710,others,2,1190.0,2.0,41.0,230
5581,7712,Budigere,3,1636.0,3.0,92.0,52
5582,7713,Hennur Road,2,1195.0,2.0,73.0,96
5583,7715,others,2,1250.0,2.0,67.0,230
5584,7716,Whitefield,3,1452.0,3.0,90.0,224
5585,7717,Thanisandra,3,1546.0,3.0,95.0,209
5586,7720,others,2,2260.0,3.0,80.0,230
5587,7721,others,4,2700.0,3.0,90.0,230
5588,7723,JP Nagar,4,3000.0,3.0,150.0,109
5589,7724,others,1,375.0,1.0,26.0,230
5590,7725,Balagere,2,1007.0,2.0,66.0,25
5591,7726,Kanakpura Road,1,1576.0,1.0,125.0,127
5592,7728,Hennur Road,2,1020.0,2.0,47.0,96
5593,7730,others,2,800.0,3.0,59.5,230
5594,7732,Marathahalli,2,1125.0,2.0,55.0,161
5595,7734,others,3,909.0,2.0,43.0,230
5596,7736,others,2,1400.0,2.0,85.0,230
5597,7737,Kadugodi,2,1152.0,2.0,61.0,117
5598,7738,Subramanyapura,2,958.0,2.0,34.49,205
5599,7741,Bellandur,2,1310.0,2.0,85.0,40
5600,7742,Hosur Road,3,1590.0,2.0,126.0,104
5601,7743,Green Glen Layout,3,1645.0,3.0,110.0,83
5602,7744,others,3,1800.0,2.0,100.0,230
5603,7747,Thanisandra,1,777.0,1.0,38.535,209
5604,7748,others,2,925.0,2.0,70.0,230
5605,7749,Basavangudi,3,1542.14,3.0,120.0,35
5606,7751,Thanisandra,3,1430.0,2.0,54.0,209
5607,7752,Bommanahalli,2,1020.0,2.0,55.0,47
5608,7755,Anekal,3,967.0,2.0,45.0,17
5609,7756,Hebbal,4,2470.0,4.0,203.0,92
5610,7757,others,2,850.0,1.0,35.5,230
5611,7758,others,2,1100.0,2.0,32.0,230
5612,7759,Thanisandra,3,1697.0,3.0,110.0,209
5613,7760,Varthur,2,1250.0,2.0,47.0,217
5614,7761,Gottigere,2,1120.0,2.0,50.0,82
5615,7762,NRI Layout,4,1200.0,4.0,95.0,168
5616,7763,Hennur Road,5,5100.0,6.0,375.0,96
5617,7765,Hebbal,2,1200.0,2.0,52.0,92
5618,7767,Devarachikkanahalli,3,1417.0,2.0,76.0,66
5619,7768,Thanisandra,3,1492.0,3.0,88.0,209
5620,7769,Devanahalli,3,1498.0,3.0,79.15,65
5621,7771,Kundalahalli,2,1010.0,2.0,48.27,150
5622,7773,Channasandra,2,1050.0,2.0,35.0,56
5623,7774,Hegde Nagar,3,1847.0,3.0,125.0,94
5624,7775,others,2,1200.0,2.0,55.0,230
5625,7776,Bellandur,2,982.0,2.0,37.28,40
5626,7777,Hegde Nagar,3,2144.6,4.0,145.0,94
5627,7778,Kengeri,2,750.0,2.0,36.5,135
5628,7779,Electronic City,2,919.0,2.0,35.0,74
5629,7780,Budigere,2,1087.0,2.0,54.3,52
5630,7781,others,3,1480.0,3.0,74.0,230
5631,7782,Tindlu,2,1180.0,2.0,52.0,213
5632,7784,Jigani,3,1221.0,3.0,65.0,113
5633,7786,Thanisandra,3,2072.0,3.0,122.0,209
5634,7787,Whitefield,3,1600.0,3.0,69.0,224
5635,7788,Sahakara Nagar,3,2200.0,3.0,98.0,190
5636,7790,Kaikondrahalli,2,1253.0,2.0,81.5,120
5637,7791,Hennur Road,2,1061.0,2.0,54.92,96
5638,7792,Marathahalli,3,1950.0,3.0,115.0,161
5639,7793,Marathahalli,2,1250.0,2.0,68.0,161
5640,7794,Hennur Road,3,1585.0,2.0,80.0,96
5641,7796,Kammasandra,2,1015.0,2.0,37.0,125
5642,7798,Marathahalli,2,1125.0,2.0,56.8,161
5643,7799,Electronic City Phase II,2,1116.0,2.0,40.0,75
5644,7801,Kasavanhalli,4,4000.0,4.0,325.0,130
5645,7803,Old Madras Road,2,1300.0,2.0,100.0,177
5646,7804,Raja Rajeshwari Nagar,2,1419.0,2.0,60.42,184
5647,7805,others,3,1310.0,2.0,55.0,230
5648,7806,Thigalarapalya,3,2072.0,4.0,152.0,210
5649,7807,Kaggadasapura,2,1240.0,2.0,58.58,118
5650,7808,Chamrajpet,3,1565.0,3.0,98.91,54
5651,7809,Budigere,3,1820.0,3.0,89.0,52
5652,7810,Gubbalala,3,2500.0,3.0,88.0,84
5653,7812,Hosa Road,2,1245.0,2.0,62.0,101
5654,7813,GM Palaya,3,1315.0,3.0,65.0,78
5655,7814,Kenchenahalli,3,1410.0,2.0,73.0,134
5656,7815,Dasarahalli,2,1375.0,2.0,60.0,64
5657,7816,Old Madras Road,2,1299.0,2.0,95.0,177
5658,7817,others,2,993.0,2.0,45.5,230
5659,7818,Bommasandra Industrial Area,2,1200.0,3.0,45.0,49
5660,7820,others,4,2400.0,5.0,180.0,230
5661,7822,Hoodi,3,1655.0,3.0,131.0,97
5662,7823,Whitefield,4,2830.0,5.0,190.0,224
5663,7824,others,1,6000.0,1.0,276.0,230
5664,7826,others,1,825.0,2.0,40.0,230
5665,7827,Begur Road,3,1634.0,3.0,111.0,39
5666,7829,Banaswadi,2,1222.0,2.0,80.0,31
5667,7830,Gottigere,3,1500.0,3.0,63.0,82
5668,7831,Akshaya Nagar,3,1890.0,4.0,100.0,11
5669,7833,Hulimavu,2,850.0,1.0,39.5,105
5670,7834,Whitefield,2,1295.0,2.0,78.5,224
5671,7835,Sarjapur  Road,2,1320.0,2.0,100.0,194
5672,7838,2nd Stage Nagarbhavi,4,3000.0,3.0,170.0,2
5673,7839,Harlur,2,1197.0,2.0,82.0,91
5674,7840,others,3,1320.0,2.0,60.0,230
5675,7842,Whitefield,1,840.0,1.0,57.6,224
5676,7843,Whitefield,1,640.0,1.0,19.83,224
5677,7844,Raja Rajeshwari Nagar,3,1693.0,3.0,71.38,184
5678,7845,Kodihalli,2,1000.0,2.0,62.0,141
5679,7846,Babusapalaya,2,1305.0,2.0,70.0,24
5680,7847,Kodichikkanahalli,1,450.0,1.0,18.0,138
5681,7848,CV Raman Nagar,1,705.0,1.0,57.0,53
5682,7850,Tumkur Road,5,4800.0,5.0,150.0,214
5683,7853,Whitefield,3,1991.0,3.0,104.0,224
5684,7854,Battarahalli,3,1779.0,3.0,90.0,37
5685,7856,Banaswadi,2,870.0,2.0,38.0,31
5686,7857,Thanisandra,3,1595.0,3.0,120.0,209
5687,7861,Iblur Village,3,2000.0,4.0,138.0,107
5688,7862,Yelahanka,3,1614.0,3.0,93.0,226
5689,7863,Gottigere,2,1200.0,2.0,40.0,82
5690,7864,Electronic City Phase II,3,1150.0,3.0,46.0,75
5691,7866,Sonnenahalli,3,1610.0,3.0,80.48,204
5692,7867,Whitefield,2,1190.0,2.0,41.0,224
5693,7868,others,2,1050.0,2.0,50.0,230
5694,7870,7th Phase JP Nagar,3,1460.0,2.0,97.0,6
5695,7872,others,1,600.0,1.0,33.0,230
5696,7873,others,3,1569.0,3.0,70.0,230
5697,7874,others,3,2600.0,3.0,147.0,230
5698,7875,Electronics City Phase 1,1,645.0,1.0,42.5,76
5699,7879,Marathahalli,2,1350.0,2.0,90.0,161
5700,7881,others,3,1410.0,2.0,45.12,230
5701,7882,Whitefield,2,1109.0,2.0,35.47,224
5702,7885,Bannerghatta Road,2,1215.0,2.0,68.0,34
5703,7888,Varthur Road,2,1255.0,2.0,52.76,218
5704,7889,others,2,1020.0,2.0,49.0,230
5705,7890,others,3,1225.0,2.0,82.0,230
5706,7891,Singasandra,2,1120.0,2.0,60.0,201
5707,7893,Kasavanhalli,3,1225.0,2.0,69.0,130
5708,7894,Whitefield,4,5200.0,5.0,242.0,224
5709,7896,Sarjapur  Road,3,1984.0,4.0,145.0,194
5710,7897,Old Madras Road,3,2425.0,3.0,197.0,177
5711,7899,Bommasandra,2,1127.0,2.0,45.0,48
5712,7900,Whitefield,3,1655.0,3.0,97.0,224
5713,7902,Varthur,3,1200.0,3.0,68.38,217
5714,7903,Kaggadasapura,2,1000.0,2.0,43.0,118
5715,7904,CV Raman Nagar,2,1225.0,2.0,47.88,53
5716,7905,Hormavu,2,1350.0,2.0,45.0,100
5717,7907,Sahakara Nagar,2,1175.0,2.0,49.0,190
5718,7908,others,1,655.0,1.0,27.0,230
5719,7909,Hosa Road,3,1311.0,2.0,84.86,101
5720,7911,CV Raman Nagar,2,1000.0,2.0,38.5,53
5721,7912,others,2,1196.0,2.0,96.0,230
5722,7913,Kanakpura Road,3,1050.0,2.0,59.0,127
5723,7914,Somasundara Palya,3,1275.0,2.0,52.0,202
5724,7915,others,2,927.0,2.0,50.0,230
5725,7916,Varthur,3,1520.0,2.0,61.0,217
5726,7918,Hebbal,2,1333.0,2.0,104.0,92
5727,7919,others,1,600.0,1.0,18.0,230
5728,7921,Sarjapur  Road,3,1773.5,2.0,85.125,194
5729,7923,Koramangala,2,1100.0,2.0,85.0,144
5730,7924,Haralur Road,3,1650.0,3.0,100.0,90
5731,7925,Kasavanhalli,3,1917.0,3.0,132.0,130
5732,7927,Billekahalli,2,950.0,2.0,58.11,44
5733,7928,others,2,1175.0,2.0,48.72,230
5734,7929,8th Phase JP Nagar,2,1089.0,2.0,43.55,7
5735,7931,Hoodi,2,1257.0,2.0,68.5,97
5736,7932,Sarjapur,1,650.0,1.0,19.87,193
5737,7933,Whitefield,3,1850.0,3.0,150.0,224
5738,7934,others,4,2800.0,4.0,200.0,230
5739,7935,Vidyaranyapura,2,945.0,2.0,40.0,219
5740,7936,Koramangala,2,1161.0,2.0,63.85,144
5741,7937,Banashankari Stage V,3,1630.0,3.0,51.35,29
5742,7938,Jalahalli,3,1310.0,2.0,60.0,111
5743,7939,others,2,750.0,2.0,28.0,230
5744,7940,Whitefield,3,1200.0,3.0,67.77,224
5745,7941,others,2,1000.0,2.0,45.0,230
5746,7942,Old Madras Road,4,4000.0,4.0,225.0,177
5747,7943,Nagavara,2,1315.0,2.0,70.0,171
5748,7944,Sahakara Nagar,3,1370.0,2.0,90.0,190
5749,7946,Bellandur,2,1465.0,3.0,90.0,40
5750,7949,Padmanabhanagar,3,1250.0,2.0,70.0,178
5751,7951,Horamavu Agara,3,1284.0,2.0,75.0,98
5752,7952,Hebbal,3,2600.0,3.0,199.0,92
5753,7953,Kodigehalli,3,1820.0,3.0,150.0,140
5754,7954,Haralur Road,3,1580.0,3.0,73.0,90
5755,7955,Akshaya Nagar,3,2650.0,3.0,125.0,11
5756,7957,Uttarahalli,2,1075.0,2.0,40.0,216
5757,7958,R.T. Nagar,3,1400.0,2.0,78.0,182
5758,7959,Subramanyapura,3,1400.0,2.0,55.0,205
5759,7960,Bisuvanahalli,2,845.0,2.0,30.0,46
5760,7965,Gunjur,2,1175.0,2.0,43.48,85
5761,7967,Bellandur,3,1767.0,3.0,109.0,40
5762,7968,Sarjapur  Road,4,1800.0,3.0,90.0,194
5763,7973,Whitefield,2,1290.0,2.0,90.0,224
5764,7974,Kasavanhalli,2,1375.0,2.0,78.0,130
5765,7975,others,2,985.0,2.0,57.0,230
5766,7977,Singasandra,2,1099.0,2.0,37.5,201
5767,7981,Marathahalli,2,1200.0,2.0,53.0,161
5768,7982,Hulimavu,2,1000.0,2.0,45.0,105
5769,7983,Electronic City,3,1159.0,2.0,38.0,74
5770,7987,BTM Layout,3,1540.0,2.0,78.0,23
5771,7988,others,3,1503.0,2.0,93.0,230
5772,7989,Ambedkar Nagar,3,1850.0,4.0,120.0,13
5773,7990,Uttarahalli,3,1580.0,3.0,60.0,216
5774,7991,Mico Layout,2,1190.0,2.0,39.25,163
5775,7992,others,2,1200.0,2.0,61.0,230
5776,7998,others,3,1500.0,2.0,52.0,230
5777,8000,Thanisandra,3,1880.0,3.0,120.0,209
5778,8001,Padmanabhanagar,2,1150.0,2.0,45.0,178
5779,8002,Kasavanhalli,4,4408.0,4.0,344.0,130
5780,8004,Sarjapur  Road,5,7800.0,6.0,385.0,194
5781,8009,others,3,1765.0,3.0,77.27,230
5782,8011,Bannerghatta Road,3,1894.0,3.0,115.0,34
5783,8013,Sector 7 HSR Layout,3,1760.0,3.0,142.0,197
5784,8014,others,3,1768.0,3.0,95.0,230
5785,8015,Kothanur,3,1790.0,3.0,97.0,146
5786,8018,Kengeri,4,2540.0,4.0,160.0,135
5787,8019,Mahadevpura,2,1137.0,2.0,53.4,156
5788,8020,Jakkur,4,3181.0,2.0,229.0,110
5789,8022,Mysore Road,3,1568.0,2.0,100.0,166
5790,8023,Devanahalli,4,4920.0,4.0,393.5,65
5791,8024,AECS Layout,2,1308.0,2.0,60.0,9
5792,8026,Bisuvanahalli,3,1200.0,2.0,41.0,46
5793,8027,others,1,800.0,1.0,32.0,230
5794,8032,Subramanyapura,2,958.0,2.0,33.53,205
5795,8034,Talaghattapura,3,2273.0,3.0,159.0,208
5796,8036,Thanisandra,1,760.0,1.0,50.0,209
5797,8037,Dommasandra,2,1090.0,2.0,43.5,72
5798,8040,Sarjapur  Road,3,1550.0,2.0,89.0,194
5799,8041,Ramagondanahalli,2,1251.0,2.0,50.0,187
5800,8042,Electronic City,2,1070.0,2.0,53.0,74
5801,8043,Kalena Agrahara,2,1200.0,2.0,45.0,121
5802,8044,CV Raman Nagar,3,1435.0,2.0,60.0,53
5803,8045,Bommasandra,3,1400.0,2.0,45.0,48
5804,8046,Judicial Layout,4,2330.0,3.0,94.71,114
5805,8047,Thanisandra,2,1200.0,2.0,60.0,209
5806,8048,Panathur,2,1000.0,2.0,40.0,180
5807,8049,Bannerghatta Road,3,1655.0,2.0,62.89,34
5808,8051,others,1,600.0,1.0,35.0,230
5809,8052,Electronics City Phase 1,2,1175.0,2.0,50.0,76
5810,8053,Uttarahalli,2,1155.0,2.0,40.43,216
5811,8054,Magadi Road,3,1200.0,3.0,98.0,155
5812,8055,Budigere,2,1149.0,2.0,65.0,52
5813,8056,Jakkur,3,1745.0,2.0,98.485,110
5814,8058,others,2,1010.0,2.0,55.0,230
5815,8059,Hegde Nagar,3,1718.0,3.0,119.0,94
5816,8060,others,2,650.0,1.0,20.0,230
5817,8061,Banashankari,2,1330.0,2.0,77.0,26
5818,8062,Hormavu,2,1200.0,2.0,68.0,100
5819,8063,Bannerghatta Road,3,1693.0,3.0,89.0,34
5820,8065,Thanisandra,3,1800.0,4.0,125.0,209
5821,8066,Margondanahalli,2,900.0,2.0,55.0,162
5822,8067,NGR Layout,2,1020.0,2.0,46.0,167
5823,8068,Amruthahalli,3,1700.0,3.0,77.0,14
5824,8069,Panathur,1,661.0,1.0,40.0,180
5825,8070,Bannerghatta Road,2,1280.0,2.0,60.16,34
5826,8072,Hosur Road,2,1170.0,2.0,48.0,104
5827,8073,Thanisandra,1,933.0,2.0,58.0,209
5828,8074,Sarjapur  Road,2,1150.0,2.0,44.0,194
5829,8077,Banjara Layout,2,1050.0,2.0,64.8,32
5830,8078,others,2,1080.0,2.0,37.8,230
5831,8079,Harlur,2,1303.0,2.0,90.0,91
5832,8080,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54,184
5833,8081,Nagarbhavi,5,2500.0,3.0,180.0,169
5834,8083,Bommanahalli,3,1250.0,3.0,41.0,47
5835,8084,Akshaya Nagar,3,1419.0,2.0,87.0,11
5836,8085,Banashankari,2,1200.0,2.0,49.0,26
5837,8086,7th Phase JP Nagar,2,1120.0,2.0,65.0,6
5838,8087,Electronics City Phase 1,1,762.5,1.0,45.4,76
5839,8088,Electronics City Phase 1,2,1245.0,2.0,75.0,76
5840,8090,Channasandra,2,1093.0,2.0,34.0,56
5841,8092,Hebbal,2,1345.0,2.0,97.0,92
5842,8093,others,2,1500.0,2.0,45.0,230
5843,8094,Vijayanagar,2,1180.0,2.0,86.0,220
5844,8096,others,3,1800.0,3.0,85.0,230
5845,8099,Kothannur,3,1240.0,2.0,39.85,145
5846,8100,CV Raman Nagar,2,1020.0,2.0,55.0,53
5847,8101,others,3,2095.0,3.0,142.0,230
5848,8102,Gunjur,3,1362.0,3.0,62.63,85
5849,8103,Yelahanka,1,694.0,1.0,30.84,226
5850,8104,Vittasandra,2,1404.0,2.0,70.0,223
5851,8105,Electronic City Phase II,3,1192.0,2.0,47.0,75
5852,8108,Vittasandra,2,1259.0,2.0,67.48,223
5853,8109,Kengeri,2,1000.0,2.0,34.0,135
5854,8110,Rachenahalli,2,985.0,2.0,49.97,183
5855,8111,Indira Nagar,1,850.0,1.0,60.0,108
5856,8112,Uttarahalli,3,1650.0,2.0,50.0,216
5857,8115,Ambedkar Nagar,2,1367.0,2.0,86.0,13
5858,8116,Rajaji Nagar,3,1210.0,2.0,81.0,185
5859,8117,others,2,1190.0,2.0,48.6,230
5860,8118,Sarjapur,2,1175.0,2.0,42.0,193
5861,8120,Whitefield,2,1140.0,2.0,40.0,224
5862,8121,Hoskote,2,1095.0,2.0,33.6,103
5863,8123,Gubbalala,3,1435.0,2.0,80.0,84
5864,8124,Choodasandra,2,725.0,2.0,36.0,60
5865,8125,others,3,1600.0,2.0,88.0,230
5866,8129,Nehru Nagar,3,1674.0,3.0,90.0,174
5867,8132,Kanakpura Road,3,1703.0,3.0,130.0,127
5868,8133,Padmanabhanagar,3,1350.0,3.0,71.55,178
5869,8134,Horamavu Agara,2,1145.0,2.0,41.21,98
5870,8136,7th Phase JP Nagar,2,1100.0,3.0,60.0,6
5871,8137,Sarjapur  Road,4,2425.0,5.0,201.0,194
5872,8138,Kothanur,4,2700.0,4.0,175.0,146
5873,8140,Kanakpura Road,3,1600.0,3.0,90.0,127
5874,8147,Horamavu Agara,4,1250.0,4.0,100.0,98
5875,8149,Laggere,1,620.0,2.0,48.0,152
5876,8150,Raja Rajeshwari Nagar,3,1630.0,3.0,60.65,184
5877,8151,Hennur Road,2,1020.0,2.0,45.0,96
5878,8152,Hosakerehalli,3,1410.0,2.0,53.58,102
5879,8156,KR Puram,4,1200.0,4.0,83.0,115
5880,8157,Banaswadi,2,1200.0,2.0,60.0,31
5881,8158,Old Airport Road,2,1050.0,2.0,50.0,176
5882,8160,Whitefield,2,1356.0,2.0,94.84,224
5883,8161,Whitefield,2,1338.0,2.0,103.0,224
5884,8162,others,1,500.0,1.0,20.0,230
5885,8163,others,3,1280.0,2.0,100.0,230
5886,8164,Raja Rajeshwari Nagar,3,1531.0,3.0,51.77,184
5887,8166,Anekal,2,620.0,1.0,23.5,17
5888,8167,8th Phase JP Nagar,3,1605.0,2.0,65.0,7
5889,8168,Thanisandra,3,1917.0,3.0,110.0,209
5890,8171,Sarjapur  Road,3,1400.0,3.0,55.0,194
5891,8172,Thubarahalli,3,2625.0,3.0,175.0,211
5892,8174,Hennur Road,3,2041.0,3.0,128.0,96
5893,8175,Sarjapur  Road,3,2070.0,4.0,160.0,194
5894,8176,Hebbal,3,1110.0,3.0,59.0,92
5895,8177,others,3,1650.0,3.0,110.0,230
5896,8178,Ambedkar Nagar,4,3565.0,4.0,255.0,13
5897,8179,Varthur Road,3,1033.0,2.0,30.47,218
5898,8180,HSR Layout,2,1142.0,2.0,65.0,89
5899,8181,others,3,1500.0,2.0,75.0,230
5900,8182,Electronic City Phase II,3,1502.0,3.0,50.0,75
5901,8183,others,3,1176.0,2.0,45.0,230
5902,8184,Hosa Road,2,1063.0,2.0,32.8,101
5903,8185,Kammanahalli,2,1100.0,2.0,60.0,124
5904,8186,others,2,1044.0,2.0,85.0,230
5905,8188,6th Phase JP Nagar,2,1216.0,2.0,60.0,5
5906,8189,others,3,1425.0,3.0,55.0,230
5907,8191,Hosur Road,2,1345.0,2.0,108.0,104
5908,8195,Bellandur,4,3600.0,4.0,245.0,40
5909,8196,Uttarahalli,2,1025.0,2.0,35.88,216
5910,8198,Lakshminarayana Pura,3,3050.0,2.0,90.0,153
5911,8199,Kadubeesanahalli,3,1424.0,2.0,75.0,116
5912,8202,others,2,1285.0,2.0,45.0,230
5913,8203,Babusapalaya,2,1450.0,2.0,55.99,24
5914,8204,Raja Rajeshwari Nagar,2,1160.0,2.0,70.0,184
5915,8206,others,3,2000.0,2.0,95.0,230
5916,8207,Uttarahalli,2,1125.0,2.0,47.65,216
5917,8208,Old Madras Road,4,3900.0,4.0,175.0,177
5918,8209,Raja Rajeshwari Nagar,2,1133.0,2.0,38.37,184
5919,8210,Arekere,2,1240.0,2.0,60.0,20
5920,8211,Devanahalli,3,1466.0,3.0,77.59,65
5921,8216,Akshaya Nagar,2,1300.0,2.0,54.0,11
5922,8217,Thanisandra,3,1996.0,4.0,123.0,209
5923,8218,others,3,1320.0,2.0,55.0,230
5924,8221,Sarjapur  Road,3,1435.0,3.0,90.0,194
5925,8223,Rayasandra,3,1601.0,3.0,70.0,189
5926,8224,Kadubeesanahalli,2,1257.0,2.0,93.0,116
5927,8225,Iblur Village,4,3596.0,5.0,260.0,107
5928,8226,Kasavanhalli,2,1309.0,2.0,95.0,130
5929,8227,Yeshwanthpur,2,1362.0,2.0,100.0,229
5930,8228,Whitefield,2,1115.0,2.0,55.0,224
5931,8230,others,2,1322.0,2.0,61.99,230
5932,8231,others,3,1450.0,2.0,65.0,230
5933,8232,Banashankari,2,1185.0,2.0,67.0,26
5934,8233,7th Phase JP Nagar,3,1790.0,3.0,120.0,6
5935,8234,Whitefield,3,3450.0,4.0,208.0,224
5936,8236,Budigere,1,693.0,1.0,27.375,52
5937,8238,Devanahalli,1,775.0,1.0,39.0,65
5938,8239,Hoodi,2,1000.0,2.0,48.0,97
5939,8240,Thanisandra,2,1183.0,2.0,77.25,209
5940,8242,others,1,425.0,1.0,15.0,230
5941,8243,others,2,820.0,2.0,30.0,230
5942,8246,Ramagondanahalli,2,1151.0,2.0,43.6,187
5943,8247,Hulimavu,3,1320.0,2.0,59.0,105
5944,8248,others,3,1450.0,3.0,68.0,230
5945,8250,Hegde Nagar,3,1847.0,3.0,123.0,94
5946,8251,Devanahalli,1,1020.0,2.0,49.87,65
5947,8252,Somasundara Palya,3,1650.0,3.0,95.0,202
5948,8254,Electronic City,3,2400.0,2.0,78.0,74
5949,8257,Mysore Road,3,1360.0,3.0,47.6,166
5950,8258,Brookefield,2,1089.0,2.0,49.0,51
5951,8259,Yelahanka,2,1115.0,2.0,60.0,226
5952,8260,Kudlu Gate,2,1215.0,2.0,45.0,148
5953,8261,Sarjapur  Road,2,1194.0,2.0,51.0,194
5954,8262,Kannamangala,3,1536.0,3.0,104.0,128
5955,8264,Electronic City,3,1571.0,3.0,83.0,74
5956,8265,others,2,900.0,1.0,70.0,230
5957,8266,others,2,1517.0,2.0,125.0,230
5958,8267,Budigere,1,664.0,1.0,35.4,52
5959,8268,Devarachikkanahalli,2,1230.0,2.0,58.0,66
5960,8269,Hegde Nagar,2,1340.0,2.0,72.0,94
5961,8272,Sarjapur,2,1240.0,2.0,43.1,193
5962,8274,Electronic City,3,1470.0,2.0,44.1,74
5963,8275,Kanakpura Road,1,525.0,2.0,29.25,127
5964,8277,others,2,1000.0,2.0,35.0,230
5965,8278,Gunjur,2,1071.0,2.0,51.0,85
5966,8279,Sector 2 HSR Layout,3,1512.0,3.0,80.0,196
5967,8282,Kalyan nagar,2,1190.0,2.0,60.0,122
5968,8284,Kanakpura Road,2,1283.0,2.0,63.22,127
5969,8285,Mallasandra,2,1325.0,2.0,73.0,158
5970,8286,Whitefield,2,1105.0,2.0,35.36,224
5971,8287,Banaswadi,3,1600.0,3.0,74.5,31
5972,8289,Kanakpura Road,2,800.0,2.0,41.145,127
5973,8290,Hennur,2,1100.0,2.0,44.55,95
5974,8291,Talaghattapura,3,2099.0,3.0,147.0,208
5975,8292,Yelachenahalli,3,1365.0,2.0,72.0,225
5976,8294,Hosur Road,2,1250.0,2.0,55.0,104
5977,8296,Bellandur,2,1170.0,2.0,46.79,40
5978,8297,Kanakpura Road,2,1328.0,2.0,91.06,127
5979,8299,1st Phase JP Nagar,2,1180.0,2.0,88.5,1
